一	いち
縁故採用	えんこさいよう
縁故政治	えんこせいじ
縁故疎開	えんこそかい
縁日	えんにち
縁日商人	えんにちしょうにん
縁石	えんせき
縁籍	えんせき
縁組	えんぐみ
縁組み	えんぐみ
縁結び	えんむすび
縁結びの神	えんむすびのかみ
縁続き	えんつづき
縁者	えんじゃ
縁者贔屓	えんじゃびいき
縁裂れ	ふちぎれ
縁語	えんご
縁談	えんだん
縁談を調える	えんだんをととのえる
縁起	えんぎ
縁起でもない	えんぎでもない
縁起の悪い	えんぎのわるい
縁起を担ぐ	えんぎをかつぐ
縁起物	えんぎもの
縁起直し	えんぎなおし
縁辺	えんぺん
縁遠い	えんどおい
縁飾り	ふちかざり
縄	なわ
縄ばしご	なわばしご
縄を杭に結わえる	なわをくいにゆわえる
縄付き	なわつき
縄墨	じょうぼく
縄尻	なわじり
縄張	なわばり
縄張り	なわばり
縄張り争い	なわばりあらそい
縄抜け	なわぬけ
縄文	じょうもん
縄文土器	じょうもんどき
縄文式土器	じょうもんしきどき
縄文時代	じょうもんじだい
縄暖簾	なわのれん
縄梯子	なわばしご
縄目	なわめ
縄跳び	なわとび
縄飛び	なわとび
縉紳	しんしん
縊り殺す	くびりころす
縊死	いし
縋り付く	すがりつく
縋る	すがる
縒り	より
縒りを戻す	よりをもどす
縒る	よる
縒れる	よれる
縛に就く	ばくにつく
縛め	いましめ
縛める	いましめる
縛りつける	しばりつける
縛り上げる	しばりあげる
縛り付ける	しばりつける
縛り込む	しばりこむ
縛り首	しばりくび
縛る	しばる
縞	しま
縞スカンク	しまスカンク
縞ワラビー	しまワラビー
縞柄	しまがら
縞栗鼠	しまりす
縞模様	しまもよう
縞物	しまもの
縞瑪瑙	しまめのう
縞秧鶏	しまくいな
縞織物	しまおりもの
縞蚯蚓	しまみみず
縞蛇	しまへび
縞馬	しまうま
縟礼	じょくれい
縢がり	かがり
縢がる	かがる
縢り	かがり
縢る	かがる
縦	たて
縦え	たとえ
縦しんば	よしんば
縦ずれ断層	たてずれだんそう
縦の物を横にもしない	たてのものをよこにもしない
縦ひき	たてびき
縦ひき鋸	たてびきのこ
縦びき	たてびき
縦びきのこ	たてびきのこ
縦んば	よしんば
縦令	たとえ
縦列	じゅうれつ
縦列駐車	じゅうれつちゅうしゃ
縦割り	たてわり
縦割り行政	たてわりぎょうせい
縦割行政	たてわりぎょうせい
縦坑	たてこう
縦型	たてがた
縦座標	たてざひょう
縦挽き	たてびき
縦挽き鋸	たてびきのこ
縦揺れ	たてゆれ
縦断	じゅうだん
縦旋盤	たてせんばん
縦書	たてがき
縦書き	たてがき
縦横	じゅうおう
縦横比	じゅうおうひ
縦横無尽	じゅうおうむじん
縦横無礙	じゅうおうむげ
縦横自在	じゅうおうじざい
縦波	たてなみ
縦社会	たてしゃかい
縦穴	たてあな
縦笛	たてぶえ
縦糸	たていと
縦組み	たてぐみ
縦結び	たてむすび
縦続	じゅうぞく
縦続接続	じゅうぞくせつぞく
縦線	じゅうせん
縦縞	たてじま
縦覧	じゅうらん
縦読み	たてよみ
縦貫	じゅうかん
縦走	じゅうそう
縦軸	たてじく
縦長	たてなが
縦陣	じゅうじん
縦隊	じゅうたい
縦隔	じゅうかく
縫い	ぬい
縫いぐるみ	ぬいぐるみ
縫いつける	ぬいつける
縫い上げる	ぬいあげる
縫い付ける	ぬいつける
縫い代	ぬいしろ
縫い代のしまつ	ぬいしろのしまつ
縫い代を割る	ぬいしろをわる
縫い包み	ぬいぐるみ
縫い取り	ぬいとり
縫い合わせる	ぬいあわせる
縫い揚げ	ぬいあげ
縫い方	ぬいかた
縫い模様	ぬいもよう
縫い物	ぬいもの
縫い目	ぬいめ
縫い直す	ぬいなおす
縫い箔	ぬいはく
縫い糸	ぬいいと
縫い紋	ぬいもん
縫い込み	ぬいこみ
縫い込む	ぬいこむ
縫い返す	ぬいかえす
縫い針	ぬいばり
縫う	ぬう
縫合	ほうごう
縫工	ほうこう
縫工筋	ほうこうきん
縫物	ぬいもの
縫目	ぬいめ
縫腋	ほうえき
縫腋の袍	ほうえきのほう
縫製	ほうせい
縫針	ぬいばり
縮こまる	ちぢこまる
縮まる	ちぢまる
縮み	ちぢみ
縮み上がる	ちぢみあがる
縮み織り	ちぢみおり
縮む	ちぢむ
縮める	ちぢめる
縮らす	ちぢらす
縮れる	ちぢれる
縮れ毛	ちぢれげ
縮写	しゅくしゃ
縮刷	しゅくさつ
縮刷版	しゅくさつばん
縮図	しゅくず
縮小	しゅくしょう
縮尺	しゅくしゃく
縮減	しゅくげん
縮約	しゅくやく
縮絨	しゅくじゅう
縮絨工	しゅくじゅうこう
縮緬	ちりめん
縮緬皺	ちりめんじわ
縮緬紙	ちりめんし
縲囚	るいしゅう
縲紲	るいせつ
縲絏	るいせつ
縵面	なめ
縷々	るる
縷々綿々	るるめんめん
縷縷	るる
縷縷綿綿	るるめんめん
縷説	るせつ
縹	はなだ
縹渺	ひょうびょう
縹緲	ひょうびょう
縹色	はなだいろ
縺れ	もつれ
縺れる	もつれる
縺れ込む	もつれこむ
總覽	そうらん
繁々	しげしげ
繁る	しげる
繁体字	はんたいじ
繁分数	はんぶんすう
繁劇	はんげき
繁吹	しぶき
繁吹き	しぶき
繁多	はんた
繁忙	はんぼう
繁忙である	はんぼうである
繁文縟礼	はんぶんじょくれい
繁昌	はんじょう
繁栄	はんえい
繁殖	はんしょく
繁殖力	はんしょくりょく
繁殖地	はんしょくち
繁殖期	はんしょくき
繁殖牝馬	はんしょくひんば
繁盛	はんじょう
繁簡	はんかん
繁縷	ハコベ
繁縷塩	はこべじお
繁繁	しげしげ
繁茂	はんも
繁華	はんか
繁華街	はんかがい
繁閑	はんかん
繁雑	はんざつ
繃帯	ほうたい
繊切り	せんぎり
繊巧	せんこう
繊度	せんど
繊弱	せんじゃく
繊手	せんしゅ
繊指	せんし
繊月	せんげつ
繊条	せんじょう
繊毛	せんもう
繊毛虫	せんもうちゅう
繊細	せんさい
繊維	せんい
繊維光学	せんいこうがく
繊維工業	せんいこうぎょう
繊維性	せんいせい
繊維束	せんいそく
繊維素	せんいそ
繊維素原	せんいそげん
繊維質	せんいしつ
繋がり	つながり
繋がる	つながる
繋ぎ	つなぎ
繋ぎ合わせる	つなぎあわせる
繋ぎ服	つなぎふく
繋ぎ止める	つなぎとめる
繋ぎ目	つなぎめ
繋ぎ融資	つなぎゆうし
繋ぎ資金	つなぎしきん
繋ぐ	つなぐ
繋げる	つなげる
繋争	けいそう
繋属	けいぞく
繋留	けいりゅう
繋累	けいるい
繋縛	けいばく
繋船	けいせん
繋辞	けいじ
繍線菊	しもつけ
織	おり
織り	おり
織りあげる	おりあげる
織りなす	おりなす
織り上げる	おりあげる
織り元	おりもと
織り出す	おりだす
織り地	おりじ
織り姫	おりひめ
織り子	おりこ
織り成す	おりなす
織り模様	おりもよう
織り目	おりめ
織り糸	おりいと
織り色	おりいろ
織り込む	おりこむ
織る	おる
織元	おりもと
織地	おりじ
織女	しょくじょ
織女星	しょくじょせい
織姫	おりひめ
織工	しょっこう
織布	しょくふ
織機	しょっき
織物	おりもの
織物の耳	おりもののみみ
織物商	おりものしょう
織物業	おりものぎょう
織目	おりめ
織豊時代	しょくほうじだい
繕い	つくろい
繕い立てる	つくろいたてる
繕う	つくろう
繕草	つくろいぐさ
繖形花序	さんけいかじょ
繖房花序	さんぼうかじょ
繙く	ひもとく
繚乱	りょうらん
繞	にょう
繞く	しまく
繦	たすき
繧繝	うんげん
繩張り	なわばり
繭	まゆ
繭をかける	まゆをかける
繭を掛ける	まゆをかける
繭価	けんか
繭玉	まゆだま
繭糸	けんし
繭紬	けんちゅう
繰りかえす	くりかえす
繰り上がる	くりあがる
繰り上げ	くりあげ
繰り上げる	くりあげる
繰り上げ当選	くりあげとうせん
繰り下がる	くりさがる
繰り下げる	くりさげる
繰り入れ	くりいれ
繰り入れる	くりいれる
繰り入れ金	くりいれきん
繰り出し梯子	くりだしばしご
繰り出す	くりだす
繰り取る	くりとる
繰り合わす	くりあわす
繰り合わせる	くりあわせる
繰り回す	くりまわす
繰り寄せる	くりよせる
繰り広げる	くりひろげる
繰り延べ	くりのべ
繰り延べる	くりのべる
繰り戸	くりど
繰り戻す	くりもどす
繰り拡げる	くりひろげる
繰り替える	くりかえる
繰り綿	くりわた
繰り言	くりごと
繰り越し	くりこし
繰り越し金	くりこしきん
繰り越す	くりこす
繰り込み	くりこみ
繰り込み理論	くりこみりろん
繰り込み群	くりこみぐん
繰り込む	くりこむ
繰り返し	くりかえし
繰り返し符号	くりかえしふごう
繰り返す	くりかえす
繰る	くる
繰上	くりあげ
繰上がる	くりあがる
繰上げ	くりあげ
繰上げる	くりあげる
繰上げ当選	くりあげとうせん
繰下がる	くりさがる
繰下げる	くりさげる
繰入れ	くりいれ
繰入れる	くりいれる
繰入れ金	くりいれきん
繰入金	くりいれきん
繰出し梯子	くりだしばしご
繰出す	くりだす
繰取る	くりとる
繰合わす	くりあわす
繰合わせる	くりあわせる
繰回す	くりまわす
繰寄せる	くりよせる
繰広げる	くりひろげる
繰延べ	くりのべ
繰延べる	くりのべる
繰延税金資産	くりのべぜいきんしさん
繰戸	くりど
繰戻す	くりもどす
繰拡げる	くりひろげる
繰替える	くりかえる
繰糸機	そうしき
繰綿	くりわた
繰言	くりごと
繰越	くりこし
繰越し金	くりこしきん
繰越す	くりこす
繰込み	くりこみ
繰込み理論	くりこみりろん
繰込み群	くりこみぐん
繰込む	くりこむ
繰返し	くりかえし
繰返し符号	くりかえしふごう
繰返す	くりかえす
繻子	しゅす
繻子織り	しゅすおり
繽紛	ひんぷん
纍囚	るいしゅう
纏い付く	まといつく
纏う	まとう
纏まり	まとまり
纏まる	まとまる
纏め	まとめ
纏める	まとめる
纏め役	まとめやく
纏め買い	まとめがい
纏る	まつる
纏わり付く	まつわりつく
纏わる	まつわる
纏綿	てんめん
纏足	てんそく
纏頭	てんとう
纐纈	こうけち
纒わり付く	まつわりつく
纒足	てんそく
纔	ひたた
纔か	わずか
纛	おにがしら
缶	ほとぎ
缶コーヒー	かんコーヒー
缶ジュース	かんジュース
缶ビール	かんビール
缶偏	ほとぎへん
缶切り	かんきり
缶詰	かんづめ
缶詰め	かんづめ
缶蹴り	かんけり
缺ける	かける
罅	ひび
罅が入る	ひびがはいる
罅ぜる	はぜる
罅割れ	ひびわれ
罅焼き	ひびやき
罌粟	けし
罐	かん
罐焚き	かまたき
罐詰め	かんづめ
罔	あみ
罠	わな
罠に掛かる	わなにかかる
罠網	わなみ
罨法	あんぽう
罪	つみ
罪する	つみする
罪な事	つみなこと
罪に陥る	つみにおちいる
罪のない	つみのない
罪の無い	つみのない
罪を犯す	つみをおかす
罪を着せる	つみをきせる
罪を着る	つみをきる
罪人	つみびと
罪人を流す	ざいにんをながす
